date,stays,cancellations,cancellationRate
2017-06-02,137,117,0.46062992125984253
2017-06-03,121,102,0.45739910313901344
2017-06-04,96,50,0.3424657534246575
2017-06-05,115,59,0.3390804597701149
2017-06-06,93,45,0.32608695652173914
2017-06-07,85,63,0.42567567567567566
2017-06-08,120,217,0.6439169139465876
2017-06-09,126,97,0.4349775784753363
2017-06-10,96,42,0.30434782608695654
2017-06-11,131,85,0.39351851851851855
2017-06-12,107,73,0.40555555555555556
2017-06-13,84,36,0.3
2017-06-14,93,66,0.41509433962264153
2017-06-15,120,77,0.39086294416243655
2017-06-16,93,91,0.4945652173913043
2017-06-17,108,131,0.5481171548117155
2017-06-18,90,60,0.4
2017-06-19,111,75,0.4032258064516129
2017-06-20,105,63,0.375
2017-06-21,81,81,0.5
2017-06-22,108,58,0.3493975903614458
2017-06-23,103,93,0.4744897959183674
2017-06-24,92,75,0.4491017964071856
2017-06-25,131,50,0.27624309392265195
2017-06-26,101,86,0.45989304812834225
2017-06-27,110,92,0.45544554455445546
2017-06-28,115,109,0.48660714285714285
2017-06-29,92,69,0.42857142857142855
2017-06-30,117,76,0.39378238341968913
2017-07-01,114,70,0.3804347826086957
2017-07-02,92,54,0.3698630136986301
2017-07-03,110,64,0.367816091954023
2017-07-04,145,51,0.2602040816326531
2017-07-05,70,68,0.4927536231884058
2017-07-06,136,63,0.3165829145728643
2017-07-07,102,83,0.4486486486486487
2017-07-08,95,46,0.3262411347517731
2017-07-09,130,81,0.38388625592417064
2017-07-10,119,67,0.3602150537634409
2017-07-11,112,69,0.3812154696132597
2017-07-12,113,69,0.3791208791208791
2017-07-13,147,55,0.2722772277227723
2017-07-14,81,46,0.36220472440944884
2017-07-15,162,103,0.3886792452830189
2017-07-16,103,50,0.32679738562091504
2017-07-17,114,80,0.41237113402061853
2017-07-18,100,50,0.3333333333333333
2017-07-19,73,24,0.24742268041237114
2017-07-20,88,44,0.3333333333333333
2017-07-21,95,44,0.31654676258992803
2017-07-22,124,80,0.39215686274509803
2017-07-23,94,67,0.4161490683229814
2017-07-24,141,71,0.33490566037735847
2017-07-25,92,49,0.3475177304964539
2017-07-26,81,80,0.4968944099378882
2017-07-27,100,57,0.3630573248407643
2017-07-28,85,84,0.4970414201183432
2017-07-29,110,100,0.47619047619047616
2017-07-30,90,44,0.3283582089552239
2017-07-31,111,71,0.3901098901098901
2017-08-01,101,77,0.43258426966292135
2017-08-02,102,48,0.32
2017-08-03,107,69,0.39204545454545453
2017-08-04,106,57,0.3496932515337423
2017-08-05,89,60,0.40268456375838924
2017-08-06,91,57,0.38513513513513514
2017-08-07,129,73,0.3613861386138614
2017-08-08,85,54,0.38848920863309355
2017-08-09,95,49,0.3402777777777778
2017-08-10,89,58,0.3945578231292517
2017-08-11,74,54,0.421875
2017-08-12,122,64,0.34408602150537637
2017-08-13,92,53,0.36551724137931035
2017-08-14,101,64,0.3878787878787879
2017-08-15,98,62,0.3875
2017-08-16,100,91,0.47643979057591623
2017-08-17,108,89,0.4517766497461929
2017-08-18,100,81,0.44751381215469616
2017-08-19,105,83,0.44148936170212766
2017-08-20,114,45,0.2830188679245283
2017-08-21,102,57,0.3584905660377358
2017-08-22,72,26,0.2653061224489796
2017-08-23,88,38,0.30158730158730157
2017-08-24,98,58,0.3717948717948718
2017-08-25,140,51,0.2670157068062827
2017-08-26,97,69,0.41566265060240964
2017-08-27,125,49,0.28160919540229884
2017-08-28,147,64,0.3033175355450237
2017-08-29,81,44,0.352
2017-08-30,62,27,0.30337078651685395
2017-08-31,89,45,0.3358208955223881
